| Reward: -12808 | Episode: 0 | Qmax: 1.668934944767022 | Exploration: 0.7 | Step: 999 | LR:0.0015
| Reward: -18010 | Episode: 121 | Qmax: 81.27821023900945 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -15940 | Episode: 122 | Qmax: 83.22810476845329 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -5248 | Episode: 123 | Qmax: 86.67076576460111 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -10027 | Episode: 124 | Qmax: 89.19528954021924 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -12061 | Episode: 125 | Qmax: 92.06907292600866 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -13402 | Episode: 126 | Qmax: 94.30390721123975 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -7948 | Episode: 127 | Qmax: 96.03708655364044 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -6643 | Episode: 128 | Qmax: 98.84963016299992 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -7327 | Episode: 129 | Qmax: 100.31042688518195 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -9019 | Episode: 130 | Qmax: 102.40185213375378 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -7147 | Episode: 131 | Qmax: 103.16203982908804 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -6409 | Episode: 132 | Qmax: 104.58179403998115 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -7210 | Episode: 133 | Qmax: 106.00568976416602 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -5572 | Episode: 134 | Qmax: 106.19468267162044 | Exploration: 0.583623433491 | Step: 999 | LR:0.0015
| Reward: -6539 | Episode: 135 | Qmax: 106.03541766200321 | Exploration: 0.571950964821 | Step: 879 | LR:0.0015
| Reward: -3600 | Episode: 136 | Qmax: 106.54108427959073 | Exploration: 0.560511945525 | Step: 766 | LR:0.0015
| Reward: -6526 | Episode: 137 | Qmax: 106.9618047918524 | Exploration: 0.560511945525 | Step: 999 | LR:0.0015
| Reward: -5077 | Episode: 138 | Qmax: 107.6340436811323 | Exploration: 0.560511945525 | Step: 999 | LR:0.0015
| Reward: -5095 | Episode: 139 | Qmax: 107.33974508432536 | Exploration: 0.560511945525 | Step: 999 | LR:0.0015
| Reward: -3619 | Episode: 140 | Qmax: 107.19319880545676 | Exploration: 0.560511945525 | Step: 999 | LR:0.0015
| Reward: -2582 | Episode: 141 | Qmax: 106.89545587746494 | Exploration: 0.549301706614 | Step: 747 | LR:0.0015
| Reward: -3061 | Episode: 142 | Qmax: 107.22098856669169 | Exploration: 0.549301706614 | Step: 999 | LR:0.0015
| Reward: -3448 | Episode: 143 | Qmax: 106.96981905458925 | Exploration: 0.549301706614 | Step: 999 | LR:0.0015
| Reward: -2342 | Episode: 144 | Qmax: 106.29497685891052 | Exploration: 0.538315672482 | Step: 759 | LR:0.0015
| Reward: -3646 | Episode: 145 | Qmax: 105.97840507896812 | Exploration: 0.538315672482 | Step: 999 | LR:0.0015
| Reward: -3787 | Episode: 146 | Qmax: 105.35512238084851 | Exploration: 0.527549359032 | Step: 854 | LR:0.0015
| Reward: -3223 | Episode: 147 | Qmax: 104.6836458820942 | Exploration: 0.516998371852 | Step: 605 | LR:0.0015
| Reward: -3003 | Episode: 148 | Qmax: 104.25547199450041 | Exploration: 0.506658404415 | Step: 475 | LR:0.0015
| Reward: -4213 | Episode: 149 | Qmax: 103.53588590726957 | Exploration: 0.506658404415 | Step: 999 | LR:0.0015
| Reward: -3564 | Episode: 150 | Qmax: 102.70743041286579 | Exploration: 0.496525236326 | Step: 865 | LR:0.0015
| Reward: -3781 | Episode: 151 | Qmax: 102.10056558378308 | Exploration: 0.4865947316 | Step: 587 | LR:0.0015
| Reward: -3358 | Episode: 152 | Qmax: 101.45762300539064 | Exploration: 0.4865947316 | Step: 999 | LR:0.0015
| Reward: -4126 | Episode: 153 | Qmax: 100.40327778455166 | Exploration: 0.476862836968 | Step: 869 | LR:0.0015
| Reward: -4388 | Episode: 154 | Qmax: 99.56113284838467 | Exploration: 0.467325580229 | Step: 978 | LR:0.0015
| Reward: -3889 | Episode: 155 | Qmax: 98.59193990896414 | Exploration: 0.467325580229 | Step: 999 | LR:0.0015
| Reward: -3789 | Episode: 156 | Qmax: 97.96679913979777 | Exploration: 0.457979068624 | Step: 667 | LR:0.0015
| Reward: -3952 | Episode: 157 | Qmax: 97.24958538555646 | Exploration: 0.457979068624 | Step: 999 | LR:0.0015
| Reward: -4321 | Episode: 158 | Qmax: 96.21134715037303 | Exploration: 0.457979068624 | Step: 999 | LR:0.0015
| Reward: -5437 | Episode: 159 | Qmax: 95.16406244654078 | Exploration: 0.457979068624 | Step: 999 | LR:0.0015
| Reward: -4366 | Episode: 160 | Qmax: 94.29672256485 | Exploration: 0.457979068624 | Step: 999 | LR:0.0015
| Reward: -3909 | Episode: 161 | Qmax: 93.22096565099606 | Exploration: 0.448819487252 | Step: 571 | LR:0.0015
| Reward: -4132 | Episode: 162 | Qmax: 92.67762905269771 | Exploration: 0.448819487252 | Step: 999 | LR:0.0015
| Reward: -6337 | Episode: 163 | Qmax: 91.59779166984367 | Exploration: 0.448819487252 | Step: 999 | LR:0.0015
| Reward: -4682 | Episode: 164 | Qmax: 90.38712479820904 | Exploration: 0.439843097506 | Step: 993 | LR:0.0015
| Reward: -4123 | Episode: 165 | Qmax: 89.13785383436415 | Exploration: 0.439843097506 | Step: 999 | LR:0.0015
| Reward: -4366 | Episode: 166 | Qmax: 88.2543256681364 | Exploration: 0.439843097506 | Step: 999 | LR:0.0015
| Reward: -3898 | Episode: 167 | Qmax: 87.09659073899338 | Exploration: 0.439843097506 | Step: 999 | LR:0.0015
| Reward: -5968 | Episode: 168 | Qmax: 86.17610718323304 | Exploration: 0.439843097506 | Step: 999 | LR:0.0015
| Reward: -5950 | Episode: 169 | Qmax: 85.02419914879479 | Exploration: 0.439843097506 | Step: 999 | LR:0.0015
| Reward: -4130 | Episode: 170 | Qmax: 83.88322909560327 | Exploration: 0.431046235556 | Step: 846 | LR:0.0015
| Reward: -5158 | Episode: 171 | Qmax: 82.73762012745168 | Exploration: 0.431046235556 | Step: 999 | LR:0.0015
| Reward: -4996 | Episode: 172 | Qmax: 81.7965510371211 | Exploration: 0.431046235556 | Step: 999 | LR:0.0015
| Reward: -4017 | Episode: 173 | Qmax: 80.09857651367187 | Exploration: 0.422425310845 | Step: 625 | LR:0.0015
| Reward: -4339 | Episode: 174 | Qmax: 79.32456003366647 | Exploration: 0.422425310845 | Step: 999 | LR:0.0015
| Reward: -3889 | Episode: 175 | Qmax: 78.13789081668949 | Exploration: 0.422425310845 | Step: 999 | LR:0.0015
| Reward: -3813 | Episode: 176 | Qmax: 76.61702772944173 | Exploration: 0.413976804628 | Step: 871 | LR:0.0015
| Reward: -3276 | Episode: 177 | Qmax: 75.52795104648395 | Exploration: 0.405697268536 | Step: 919 | LR:0.0015
| Reward: -2872 | Episode: 178 | Qmax: 74.2320502417701 | Exploration: 0.405697268536 | Step: 999 | LR:0.0015
| Reward: -1972 | Episode: 179 | Qmax: 72.88331412314415 | Exploration: 0.405697268536 | Step: 999 | LR:0.0015
| Reward: -3502 | Episode: 180 | Qmax: 71.67313724475818 | Exploration: 0.405697268536 | Step: 999 | LR:0.0015
| Reward: -2524 | Episode: 181 | Qmax: 71.33437544134166 | Exploration: 0.397583323165 | Step: 446 | LR:0.0015
| Reward: -2872 | Episode: 182 | Qmax: 69.79949184032054 | Exploration: 0.397583323165 | Step: 999 | LR:0.0015
| Reward: -3727 | Episode: 183 | Qmax: 68.81069260101776 | Exploration: 0.397583323165 | Step: 999 | LR:0.0015
| Reward: -3979 | Episode: 184 | Qmax: 67.3876272474562 | Exploration: 0.397583323165 | Step: 999 | LR:0.0015
| Reward: -3655 | Episode: 185 | Qmax: 66.26488406283481 | Exploration: 0.397583323165 | Step: 999 | LR:0.0015
| Reward: -3410 | Episode: 186 | Qmax: 65.11221124860975 | Exploration: 0.389631656702 | Step: 900 | LR:0.0015
| Reward: -3394 | Episode: 187 | Qmax: 63.96508794790274 | Exploration: 0.389631656702 | Step: 999 | LR:0.0015
| Reward: -3772 | Episode: 188 | Qmax: 62.55349265968239 | Exploration: 0.389631656702 | Step: 999 | LR:0.0015
| Reward: -2145 | Episode: 189 | Qmax: 61.5933873928971 | Exploration: 0.381839023568 | Step: 796 | LR:0.0015
| Reward: -3070 | Episode: 190 | Qmax: 60.445880026908014 | Exploration: 0.381839023568 | Step: 999 | LR:0.0015
| Reward: -2185 | Episode: 191 | Qmax: 59.12016472685228 | Exploration: 0.374202243096 | Step: 872 | LR:0.0015
| Reward: -3178 | Episode: 192 | Qmax: 57.93686504574032 | Exploration: 0.374202243096 | Step: 999 | LR:0.0015
| Reward: -1552 | Episode: 193 | Qmax: 58.58915326780819 | Exploration: 0.366718198234 | Step: 347 | LR:0.0015
| Reward: -2953 | Episode: 194 | Qmax: 56.34244682838967 | Exploration: 0.366718198234 | Step: 999 | LR:0.0015
| Reward: -2527 | Episode: 195 | Qmax: 55.36996359938796 | Exploration: 0.35938383427 | Step: 881 | LR:0.0015
| Reward: -3988 | Episode: 196 | Qmax: 54.472210705578625 | Exploration: 0.35938383427 | Step: 999 | LR:0.0015
| Reward: -1728 | Episode: 197 | Qmax: 53.61642025602467 | Exploration: 0.352196157584 | Step: 514 | LR:0.0015
| Reward: -2377 | Episode: 198 | Qmax: 52.53777436570481 | Exploration: 0.352196157584 | Step: 999 | LR:0.0015
| Reward: -2494 | Episode: 199 | Qmax: 51.37739571389016 | Exploration: 0.352196157584 | Step: 999 | LR:0.0015
| Reward: -2151 | Episode: 200 | Qmax: 50.87111597363226 | Exploration: 0.345152234433 | Step: 442 | LR:0.0015
| Reward: -2908 | Episode: 201 | Qmax: 49.48866077228352 | Exploration: 0.345152234433 | Step: 999 | LR:0.0015
| Reward: -2206 | Episode: 202 | Qmax: 48.77866204932101 | Exploration: 0.338249189744 | Step: 902 | LR:0.0015
| Reward: -2935 | Episode: 203 | Qmax: 47.390276388601734 | Exploration: 0.338249189744 | Step: 999 | LR:0.0015
| Reward: -3214 | Episode: 204 | Qmax: 46.494722692816104 | Exploration: 0.338249189744 | Step: 999 | LR:0.0015
| Reward: -2578 | Episode: 205 | Qmax: 45.27343434066402 | Exploration: 0.331484205949 | Step: 617 | LR:0.0015
| Reward: -5068 | Episode: 206 | Qmax: 44.694541877693126 | Exploration: 0.331484205949 | Step: 999 | LR:0.0015
| Reward: -2832 | Episode: 207 | Qmax: 43.72755622077234 | Exploration: 0.32485452183 | Step: 970 | LR:0.0015
| Reward: -4330 | Episode: 208 | Qmax: 42.38341206807393 | Exploration: 0.32485452183 | Step: 999 | LR:0.0015
| Reward: -2872 | Episode: 209 | Qmax: 41.5590493180253 | Exploration: 0.32485452183 | Step: 999 | LR:0.0015
| Reward: -3763 | Episode: 210 | Qmax: 40.29420767508231 | Exploration: 0.32485452183 | Step: 999 | LR:0.0015
| Reward: -3538 | Episode: 211 | Qmax: 39.60540968519789 | Exploration: 0.32485452183 | Step: 999 | LR:0.0015
| Reward: -2067 | Episode: 212 | Qmax: 38.71534671284965 | Exploration: 0.318357431394 | Step: 727 | LR:0.0015
| Reward: -1913 | Episode: 213 | Qmax: 38.19451889180359 | Exploration: 0.311990282766 | Step: 429 | LR:0.0015
| Reward: -4528 | Episode: 214 | Qmax: 37.49779520426188 | Exploration: 0.311990282766 | Step: 999 | LR:0.0015
| Reward: -3844 | Episode: 215 | Qmax: 36.65915612725763 | Exploration: 0.311990282766 | Step: 999 | LR:0.0015
| Reward: -3393 | Episode: 216 | Qmax: 36.16579932813654 | Exploration: 0.30575047711 | Step: 973 | LR:0.0015
| Reward: -1100 | Episode: 217 | Qmax: 36.00980299223894 | Exploration: 0.299635467568 | Step: 318 | LR:0.0015
| Reward: -1589 | Episode: 218 | Qmax: 35.13883991328549 | Exploration: 0.293642758217 | Step: 438 | LR:0.0015
| Reward: -2656 | Episode: 219 | Qmax: 35.03296412027873 | Exploration: 0.293642758217 | Step: 999 | LR:0.0015
| Reward: -1819 | Episode: 220 | Qmax: 35.25642482272617 | Exploration: 0.293642758217 | Step: 999 | LR:0.0015
| Reward: -2260 | Episode: 221 | Qmax: 34.49500014044501 | Exploration: 0.293642758217 | Step: 999 | LR:0.0015
| Reward: -1537 | Episode: 222 | Qmax: 34.22161273033388 | Exploration: 0.287769903052 | Step: 620 | LR:0.0015
| Reward: -3214 | Episode: 223 | Qmax: 33.87374666192987 | Exploration: 0.287769903052 | Step: 999 | LR:0.0015
| Reward: -2386 | Episode: 224 | Qmax: 33.718388380827726 | Exploration: 0.287769903052 | Step: 999 | LR:0.0015
| Reward: -965 | Episode: 225 | Qmax: 33.587264725140166 | Exploration: 0.282014504991 | Step: 336 | LR:0.0015
| Reward: -3061 | Episode: 226 | Qmax: 33.26177663488073 | Exploration: 0.282014504991 | Step: 999 | LR:0.0015
| Reward: -2243 | Episode: 227 | Qmax: 32.909314162688005 | Exploration: 0.276374214892 | Step: 939 | LR:0.0015
