| Reward: -2180 | Episode: 0 | Qmax: 8.30068559742453 | Exploration: 0.7 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 86 | Qmax: -125.2926818425931 | Exploration: 0.645657712 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 87 | Qmax: -121.96851676672547 | Exploration: 0.645657712 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 88 | Qmax: -125.58075002929074 | Exploration: 0.645657712 | Step: 199 | LR:0.0015
| Reward: -3260 | Episode: 89 | Qmax: -123.08417196609267 | Exploration: 0.645657712 | Step: 199 | LR:0.0015
| Reward: -2010 | Episode: 90 | Qmax: -131.5202132309039 | Exploration: 0.63274455776 | Step: 193 | LR:0.0015
| Reward: -2090 | Episode: 91 | Qmax: -129.148268656515 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 92 | Qmax: -127.1986799192189 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 93 | Qmax: -132.15390792923358 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 94 | Qmax: -139.41068685713725 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 95 | Qmax: -139.93475782691533 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 96 | Qmax: -137.23920806808087 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2270 | Episode: 97 | Qmax: -141.5248921840035 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 98 | Qmax: -144.96931127807005 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 99 | Qmax: -147.8326574737702 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 100 | Qmax: -147.3458445072174 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 101 | Qmax: -146.31779905539662 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2540 | Episode: 102 | Qmax: -149.60551961822125 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 103 | Qmax: -150.09767540016367 | Exploration: 0.63274455776 | Step: 199 | LR:0.0015
| Reward: -1050 | Episode: 104 | Qmax: -151.44364126673284 | Exploration: 0.620089666605 | Step: 106 | LR:0.0015
| Reward: -2090 | Episode: 105 | Qmax: -149.85806017545 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 106 | Qmax: -150.18237726412826 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 107 | Qmax: -149.00842446178646 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 108 | Qmax: -151.06474407713617 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 109 | Qmax: -157.00322169394948 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 110 | Qmax: -161.66151966880912 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 111 | Qmax: -156.76880873867015 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 112 | Qmax: -161.41980967210165 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 113 | Qmax: -159.49961824273345 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 114 | Qmax: -166.75303646188286 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 115 | Qmax: -165.7421089728274 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 116 | Qmax: -163.27232042628916 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 117 | Qmax: -167.68308290644507 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 118 | Qmax: -171.89224045719934 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 119 | Qmax: -166.2507286455164 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 120 | Qmax: -170.0814807450951 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 121 | Qmax: -172.73599825432552 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 122 | Qmax: -167.52797422936214 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 123 | Qmax: -172.84673524022702 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 124 | Qmax: -175.66538000825662 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 125 | Qmax: -182.56709078688118 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 126 | Qmax: -184.08320847707776 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 127 | Qmax: -175.28794832085845 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 128 | Qmax: -178.44738181032727 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2270 | Episode: 129 | Qmax: -183.8388707913346 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2540 | Episode: 130 | Qmax: -184.8029954948617 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 131 | Qmax: -187.68768107351946 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 132 | Qmax: -185.64967895392797 | Exploration: 0.620089666605 | Step: 199 | LR:0.0015
| Reward: -940 | Episode: 133 | Qmax: -184.47966348748457 | Exploration: 0.607687873273 | Step: 95 | LR:0.0015
| Reward: -2000 | Episode: 134 | Qmax: -189.2392126399668 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 135 | Qmax: -186.2174813160345 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2270 | Episode: 136 | Qmax: -192.65770372553686 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 137 | Qmax: -188.38366906247546 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 138 | Qmax: -199.21281532786 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 139 | Qmax: -182.08395951237512 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 140 | Qmax: -191.29554651730024 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 141 | Qmax: -197.88642152949194 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 142 | Qmax: -184.58218873325904 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 143 | Qmax: -199.1727672557735 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 144 | Qmax: -202.81708480604928 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 145 | Qmax: -201.48157588441168 | Exploration: 0.607687873273 | Step: 199 | LR:0.0015
| Reward: -2110 | Episode: 146 | Qmax: -201.1602837474076 | Exploration: 0.595534115807 | Step: 194 | LR:0.0015
| Reward: -2000 | Episode: 147 | Qmax: -194.3721744211475 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 148 | Qmax: -199.06123620421442 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 149 | Qmax: -199.41616759947198 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 150 | Qmax: -204.56701901689846 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 151 | Qmax: -204.64510826609242 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 152 | Qmax: -201.81125670581608 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 153 | Qmax: -205.93511210494304 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 154 | Qmax: -203.23545576699416 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 155 | Qmax: -209.08034356275397 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2270 | Episode: 156 | Qmax: -203.24323851618934 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 157 | Qmax: -212.70279455903787 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 158 | Qmax: -212.28346087585143 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 159 | Qmax: -211.06551460764516 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2270 | Episode: 160 | Qmax: -210.1504552256522 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 161 | Qmax: -210.48873370376663 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 162 | Qmax: -205.96638877906992 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 163 | Qmax: -215.4268013268859 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 164 | Qmax: -205.5032515597703 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 165 | Qmax: -214.62256250429394 | Exploration: 0.595534115807 | Step: 199 | LR:0.0015
| Reward: -960 | Episode: 166 | Qmax: -219.42278216435358 | Exploration: 0.583623433491 | Step: 52 | LR:0.0015
| Reward: -2000 | Episode: 167 | Qmax: -209.31348530371585 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 168 | Qmax: -207.45925015780196 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 169 | Qmax: -208.70443066160882 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 170 | Qmax: -211.5115424688138 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 171 | Qmax: -210.4283906179457 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 172 | Qmax: -203.18598456838023 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 173 | Qmax: -209.74663016544514 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 174 | Qmax: -211.87625143156578 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 175 | Qmax: -216.94809166989734 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 176 | Qmax: -214.7101322729983 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 177 | Qmax: -214.53962266624873 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 178 | Qmax: -216.68114772394074 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 179 | Qmax: -210.05527594101488 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 180 | Qmax: -222.77959058752012 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 181 | Qmax: -224.7234630297177 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 182 | Qmax: -218.11944537905592 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 183 | Qmax: -227.1879386135082 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 184 | Qmax: -216.82751423629685 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 185 | Qmax: -213.98738068432064 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 186 | Qmax: -219.23907533961923 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 187 | Qmax: -224.59916993721046 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 188 | Qmax: -222.15226390972808 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 189 | Qmax: -221.6502919029351 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 190 | Qmax: -224.1048234144048 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 191 | Qmax: -223.32532893233562 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 192 | Qmax: -228.53516957268644 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 193 | Qmax: -223.59542114411167 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 194 | Qmax: -229.02691021636502 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 195 | Qmax: -225.62237909211586 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 196 | Qmax: -229.54978896864694 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 197 | Qmax: -222.15656315022377 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 198 | Qmax: -232.45332961346037 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 199 | Qmax: -234.03978662155382 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 200 | Qmax: -225.19467868517393 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 201 | Qmax: -225.58021012502698 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 202 | Qmax: -225.2371670516891 | Exploration: 0.583623433491 | Step: 199 | LR:0.0015
| Reward: -1280 | Episode: 203 | Qmax: -223.28077863353167 | Exploration: 0.571950964821 | Step: 129 | LR:0.0015
| Reward: -2000 | Episode: 204 | Qmax: -234.5235944968372 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 205 | Qmax: -231.41484851933004 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 206 | Qmax: -227.3186890491888 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 207 | Qmax: -230.62470126511462 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 208 | Qmax: -235.7155846447202 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 209 | Qmax: -229.22837220005056 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 210 | Qmax: -239.36423139715913 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 211 | Qmax: -231.9121622440204 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 212 | Qmax: -228.46226813924972 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 213 | Qmax: -229.6296043971076 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 214 | Qmax: -228.2335892873793 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 215 | Qmax: -233.41450205280555 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 216 | Qmax: -236.63369724139497 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 217 | Qmax: -236.1899178663091 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 218 | Qmax: -247.1368813826211 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 219 | Qmax: -242.0192096365157 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 220 | Qmax: -237.38638570200857 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 221 | Qmax: -241.3382780947278 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 222 | Qmax: -250.0679243078184 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 223 | Qmax: -246.39815778109298 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 224 | Qmax: -246.36332353754858 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 225 | Qmax: -245.54986597185757 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
| Reward: -2000 | Episode: 226 | Qmax: -243.98160000901726 | Exploration: 0.571950964821 | Step: 199 | LR:0.0015
