| Reward: -5000 | Episode: 0 | Qmax: 11.053355412875005 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 46 | Qmax: -99.49945528043774 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5720 | Episode: 47 | Qmax: -98.52514240402498 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 48 | Qmax: -100.83660002557453 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5180 | Episode: 49 | Qmax: -96.93684119165302 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 50 | Qmax: -96.13462154247718 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5450 | Episode: 51 | Qmax: -88.7469301373065 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 52 | Qmax: -78.4085983532464 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 53 | Qmax: -70.64700346148922 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5270 | Episode: 54 | Qmax: -50.50548523771978 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 55 | Qmax: -44.19728544187211 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5810 | Episode: 56 | Qmax: -23.28921995209418 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5090 | Episode: 57 | Qmax: -10.082044009933012 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 58 | Qmax: 5.139727665871038 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 59 | Qmax: 17.921253198104534 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5810 | Episode: 60 | Qmax: 37.071239008932174 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5180 | Episode: 61 | Qmax: 49.27629901782305 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 62 | Qmax: 55.41117676363918 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5900 | Episode: 63 | Qmax: 57.87808581105693 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 64 | Qmax: 60.24297095778471 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 65 | Qmax: 60.74138010145428 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 66 | Qmax: 58.71071807272688 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5270 | Episode: 67 | Qmax: 57.140092529849206 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5090 | Episode: 68 | Qmax: 56.01553449649849 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5090 | Episode: 69 | Qmax: 55.29390051465235 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5990 | Episode: 70 | Qmax: 54.03895315044151 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 71 | Qmax: 54.64773639839493 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5450 | Episode: 72 | Qmax: 54.765148151374774 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 73 | Qmax: 51.919074270672695 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5540 | Episode: 74 | Qmax: 51.26875688556679 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 75 | Qmax: 50.965635175456505 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5090 | Episode: 76 | Qmax: 49.409572811547164 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5360 | Episode: 77 | Qmax: 47.89693886292483 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 78 | Qmax: 46.095450036272496 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -6710 | Episode: 79 | Qmax: 47.5467312799427 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 80 | Qmax: 45.900568237763366 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 81 | Qmax: 42.55282468929558 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 82 | Qmax: 40.65968240955789 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 83 | Qmax: 38.30631426962201 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 84 | Qmax: 35.764962504048626 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5090 | Episode: 85 | Qmax: 32.60673223086493 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5720 | Episode: 86 | Qmax: 30.142489005186277 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 87 | Qmax: 25.759145258901594 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -6710 | Episode: 88 | Qmax: 23.877823303123275 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 89 | Qmax: 22.174721761791407 | Exploration: 0.2 | Step: 499 | LR:0.0015
