| Reward: -5000 | Episode: 0 | Qmax: 11.053355412875005 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 1 | Qmax: 10.683103396085079 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5180 | Episode: 2 | Qmax: 13.082439393939858 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 3 | Qmax: 12.916522967313718 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 4 | Qmax: 9.943396392948403 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 5 | Qmax: 5.199642066248433 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5450 | Episode: 6 | Qmax: 2.3272085818863344 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5270 | Episode: 7 | Qmax: -1.7562256132015484 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 8 | Qmax: -6.387403634845168 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5090 | Episode: 9 | Qmax: -9.404982576031006 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 10 | Qmax: -13.187052742811387 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5180 | Episode: 11 | Qmax: -16.17099015053384 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5810 | Episode: 12 | Qmax: -19.020909166049385 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 13 | Qmax: -21.909962292902456 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 14 | Qmax: -25.37792496117418 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 15 | Qmax: -28.315530631728546 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5270 | Episode: 16 | Qmax: -30.849095184005094 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 17 | Qmax: -33.15407019769978 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5090 | Episode: 18 | Qmax: -35.78079046276146 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5450 | Episode: 19 | Qmax: -36.62761627022692 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5180 | Episode: 20 | Qmax: -39.70949662498148 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5270 | Episode: 21 | Qmax: -42.490927728717935 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5810 | Episode: 22 | Qmax: -43.79359771541221 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 23 | Qmax: -46.62381040452716 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 24 | Qmax: -46.76026934277796 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5090 | Episode: 25 | Qmax: -47.70491209393274 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 26 | Qmax: -49.44004316081504 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5540 | Episode: 27 | Qmax: -50.24011860772937 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 28 | Qmax: -47.82026825340573 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5180 | Episode: 29 | Qmax: -53.16981555273633 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5450 | Episode: 30 | Qmax: -52.765374121004214 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 31 | Qmax: -55.48766419022738 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5180 | Episode: 32 | Qmax: -59.864218981328136 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -6530 | Episode: 33 | Qmax: -58.62640033790726 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 34 | Qmax: -63.170594247882974 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 35 | Qmax: -65.9188889558903 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 36 | Qmax: -70.45363444937972 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 37 | Qmax: -75.29963456270451 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5270 | Episode: 38 | Qmax: -78.89004382819594 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 39 | Qmax: -80.00740282138985 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5630 | Episode: 40 | Qmax: -83.30634302892284 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 41 | Qmax: -86.18010116149046 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 42 | Qmax: -90.17944248788103 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 43 | Qmax: -92.94006022757185 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5000 | Episode: 44 | Qmax: -95.60406585876832 | Exploration: 0.2 | Step: 499 | LR:0.0015
| Reward: -5720 | Episode: 45 | Qmax: -96.75295883667971 | Exploration: 0.2 | Step: 499 | LR:0.0015
