| Reward: -3350 | Episode: 0 | Qmax: 0.9382833460692185 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -1028 | Episode: 1 | Qmax: 2.451571493816735 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -560 | Episode: 2 | Qmax: 2.7824251166540175 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 3 | Qmax: -0.9475629258006998 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2900 | Episode: 4 | Qmax: -3.2507536195630404 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2450 | Episode: 5 | Qmax: -3.8685337345504283 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2720 | Episode: 6 | Qmax: -1.6064199624536617 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2810 | Episode: 7 | Qmax: -0.47333729897986104 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -668 | Episode: 8 | Qmax: -0.6934861601821741 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2720 | Episode: 9 | Qmax: -0.6484619610587219 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 10 | Qmax: -0.23845098341754334 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 11 | Qmax: -1.3638357852197172 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2999 | Episode: 12 | Qmax: -1.7746477574999233 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2450 | Episode: 13 | Qmax: -1.6053770497416722 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2990 | Episode: 14 | Qmax: -1.0961206387681652 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3908 | Episode: 15 | Qmax: -0.8429579970674899 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3080 | Episode: 16 | Qmax: -0.23205903803358724 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3260 | Episode: 17 | Qmax: -0.02041076060066271 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3530 | Episode: 18 | Qmax: 1.1064559941685492 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3800 | Episode: 19 | Qmax: 1.3124058280519242 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -1253 | Episode: 20 | Qmax: 1.5994774650492185 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 21 | Qmax: 1.6517177658745241 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3170 | Episode: 22 | Qmax: 0.8917649454629076 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2720 | Episode: 23 | Qmax: 0.8234986699368786 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2810 | Episode: 24 | Qmax: 0.948646934513452 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2990 | Episode: 25 | Qmax: 1.2560007469634988 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3170 | Episode: 26 | Qmax: 1.4892228280741666 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2720 | Episode: 27 | Qmax: 0.9442252492784855 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3305 | Episode: 28 | Qmax: 0.8006292185582333 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -713 | Episode: 29 | Qmax: 0.9441363544275881 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2990 | Episode: 30 | Qmax: 0.8923365697945467 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -1910 | Episode: 31 | Qmax: 1.6450585289729582 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2450 | Episode: 32 | Qmax: 0.9743937217915927 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2990 | Episode: 33 | Qmax: 1.471655337454695 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 34 | Qmax: 1.3647830770818994 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2990 | Episode: 35 | Qmax: 1.1613162447015133 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2900 | Episode: 36 | Qmax: 1.4350036540298006 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3260 | Episode: 37 | Qmax: 1.4655754997947221 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -434 | Episode: 38 | Qmax: 2.002086197835716 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2810 | Episode: 39 | Qmax: 2.8343591931832943 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2810 | Episode: 40 | Qmax: 3.0588259529228785 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3080 | Episode: 41 | Qmax: 3.179887684258684 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3530 | Episode: 42 | Qmax: 2.8422864633214533 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3260 | Episode: 43 | Qmax: 3.2849188416672113 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 44 | Qmax: 3.3402630195920193 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2990 | Episode: 45 | Qmax: 3.6310654125883053 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2090 | Episode: 46 | Qmax: 3.7600600934732498 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2540 | Episode: 47 | Qmax: 3.6068163183166755 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2720 | Episode: 48 | Qmax: 4.297062915885569 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3260 | Episode: 49 | Qmax: 5.045809514558495 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -1460 | Episode: 50 | Qmax: 4.810774821806793 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2720 | Episode: 51 | Qmax: 5.665947264088458 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3260 | Episode: 52 | Qmax: 6.137299184224115 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3170 | Episode: 53 | Qmax: 5.550861434870629 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2900 | Episode: 54 | Qmax: 5.803733291787718 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 55 | Qmax: 5.7769749957562695 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3260 | Episode: 56 | Qmax: 5.875745674510997 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -3080 | Episode: 57 | Qmax: 6.464770370392344 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2900 | Episode: 58 | Qmax: 7.11380576967594 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 59 | Qmax: 7.163191931331577 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -515 | Episode: 60 | Qmax: 7.893460899554006 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2720 | Episode: 61 | Qmax: 8.380209053581085 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 62 | Qmax: 8.30653416022808 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2540 | Episode: 63 | Qmax: 8.350452889599392 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2900 | Episode: 64 | Qmax: 8.113071356885996 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -1721 | Episode: 65 | Qmax: 8.774877715486117 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2099 | Episode: 66 | Qmax: 9.234700854175054 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -578 | Episode: 67 | Qmax: 9.170477422862197 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2540 | Episode: 68 | Qmax: 9.699474984077952 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2990 | Episode: 69 | Qmax: 9.794434432408318 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2540 | Episode: 70 | Qmax: 9.545875824276527 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2180 | Episode: 71 | Qmax: 9.672941637099088 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -461 | Episode: 72 | Qmax: 9.536362040582015 | Exploration: 0.4 | Step: 199 | LR:0.0015
| Reward: -2540 | Episode: 73 | Qmax: 9.693614745166284 | Exploration: 0.4 | Step: 199 | LR:0.0015
