| Reward: -2450 | Episode: 0 | Qmax: 1.0230624533384738 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -3080 | Episode: 63 | Qmax: -75.03640279338588 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2900 | Episode: 64 | Qmax: -76.43870828139723 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2270 | Episode: 65 | Qmax: -76.5541123049942 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2900 | Episode: 66 | Qmax: -78.30160288595074 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2360 | Episode: 67 | Qmax: -79.78653958574611 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -3530 | Episode: 68 | Qmax: -81.37172702808476 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2450 | Episode: 69 | Qmax: -81.91037895931072 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 70 | Qmax: -83.58249725648506 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2630 | Episode: 71 | Qmax: -85.40477909874078 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2540 | Episode: 72 | Qmax: -86.12309993571373 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -3170 | Episode: 73 | Qmax: -87.51336876950671 | Exploration: 0.2 | Step: 199 | LR:0.0015
| Reward: -2810 | Episode: 74 | Qmax: -87.87956352808966 | Exploration: 0.2 | Step: 199 | LR:0.0015
